period,symbol,avg_neg,avg_neu,avg_pos,avg_compound,mention_count,market_avg_neg,market_avg_neu,market_avg_pos,market_avg_compound
2023-01-11,ALGO,0.02,0.786,0.1945,0.90065,2,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,APE,0.136,0.750875,0.112875,0.0542125,8,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,AR,0.024,0.836,0.14,0.9986,1,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,ATOM,0.012666666666666666,0.8701666666666666,0.11716666666666668,0.5093333333333333,6,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,AVAX,0.0359375,0.8475,0.116625,0.4530375,16,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,AXS,0.03375,0.8322499999999999,0.134,0.658025,4,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,BCH,0.04,0.852,0.109,0.9571,1,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,BNB,0.10069230769230769,0.7736923076923077,0.12553846153846154,0.40982307692307696,13,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,BSV,0.0345,0.8005,0.16449999999999998,0.8612,2,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,BTC,0.07110204081632653,0.7907040816326532,0.13818367346938776,0.41265408163265305,98,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,CAKE,0.015666666666666666,0.7083333333333334,0.2763333333333333,0.8629000000000001,3,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,CHZ,0.025500000000000002,0.887,0.0875,0.585075,4,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,COMP,0.04,0.852,0.109,0.9571,1,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,CRO,0.10400000000000001,0.72,0.176,0.97905,2,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,CRV,0.04,0.852,0.109,0.9571,1,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,DASH,0.028,0.878,0.09400000000000001,0.44553333333333334,3,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,DOGE,0.0617,0.7816,0.1567,0.58682,10,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,DOT,0.083625,0.747375,0.169125,0.4761375,8,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,ETC,0.04833333333333333,0.8065000000000001,0.14533333333333334,0.61455,6,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
2023-01-11,ETH,0.06083870967741936,0.8048225806451613,0.13430645161290322,0.5384177419354839,62,0.0607732181425486,0.8022008639308855,0.13704103671706264,0.49886868250539956
