date,strategy,total_assets,asset_1_symbol,asset_1_weight,asset_1_score,asset_2_symbol,asset_2_weight,asset_2_score,asset_3_symbol,asset_3_weight,asset_3_score,asset_4_symbol,asset_4_weight,asset_4_score
2024-01-10,Custom_Risk_8_positive,4,BTC,0.42043862825957323,0.7863281847582356,BNB,0.2175008454270622,0.4067824254779311,INJ,0.19031577394473906,0.3559393618904899,ETH,0.1717447523686255,0.3212067833319951
2024-01-17,Custom_Risk_8_positive,4,BTC,0.43800501140066683,0.9466056040417193,ETH,0.24660856619411875,0.5329643375940851,INJ,0.18457175765108233,0.3988919203952255,ETC,0.13081466475413198,0.28271341999287364
2024-01-24,Custom_Risk_8_positive,4,BTC,0.37201463062573437,0.687655792569358,ETH,0.2869102886519613,0.5303434480719579,ETC,0.21811475815558265,0.4031773606276428,INJ,0.12296032256672171,0.22728777609359388
2024-01-31,Custom_Risk_8_positive,4,BTC,0.5093593319751567,0.7229325598243032,GOHM,0.2085236699244545,0.29595717800610843,ETH,0.20576867743746222,0.2920470233355444,ETC,0.07634832066292656,0.10836100063408335
2024-02-07,Custom_Risk_8_positive,4,BTC,0.5908224777656632,0.8796744923118304,ETH,0.15041458331591465,0.22395199437080815,GOHM,0.1381272154269003,0.20565735509016705,GNO,0.120635723491522,0.17961430516048377
2024-02-14,Custom_Risk_8_positive,4,BTC,0.5311581583970141,1.0485125383913774,GNO,0.27059041245813964,0.5341487008070941,ETH,0.14195086439452426,0.2802126989865501,GOHM,0.05630056475032199,0.11113798616476275
2024-02-21,Custom_Risk_8_positive,4,BTC,0.45438617777443346,1.2206576000451372,ETH,0.2808307952134306,0.7544204935612403,GNO,0.26460719758498885,0.7108376146932514,BCH,0.0001758294271469709,-0.0004723460726947515
2024-02-28,Custom_Risk_8_positive,4,BTC,0.37755391095991364,1.058516217709193,ETH,0.2519817211379958,0.7064600065000075,GNO,0.2440826028311929,0.6843139113580023,BNB,0.12638176507089766,0.35432594939921574
2024-03-06,Custom_Risk_8_positive,4,BTC,0.4271564499297952,1.2203393651175745,GNO,0.30224960092258757,0.8634941276376189,ETH,0.2279251048490462,0.651157152822007,BNB,0.04266884429857106,0.12190023203483602
2024-03-13,Custom_Risk_8_positive,4,BTC,0.4525536011629907,0.9496914579222222,ETH,0.2819495102682243,0.591675860669262,BCH,0.17844080139769233,0.3744610680297083,GNO,0.08705608717109267,0.18268868512824518
